accession	ambiguous_bases	checkm_completeness	checkm_contamination	checkm_marker_count	checkm_marker_lineage	checkm_marker_set_count	checkm_strain_heterogeneity	coding_bases	coding_density	contig_count	gc_count	gc_percentage	genome_size	gtdb_genome_representative	gtdb_representative	gtdb_taxonomy	gtdb_type_designation	gtdb_type_designation_sources	gtdb_type_species_of_genus	l50_contigs	l50_scaffolds	longest_contig	longest_scaffold	lsu_23s_contig_len	lsu_23s_count	lsu_23s_length	lsu_23s_query_id	lsu_5s_contig_len	lsu_5s_count	lsu_5s_length	lsu_5s_query_id	lsu_silva_23s_blast_align_len	lsu_silva_23s_blast_bitscore	lsu_silva_23s_blast_evalue	lsu_silva_23s_blast_perc_identity	lsu_silva_23s_blast_subject_id	lsu_silva_23s_taxonomy	mean_contig_length	mean_scaffold_length	mimag_high_quality	mimag_low_quality	mimag_medium_quality	n50_contigs	n50_scaffolds	ncbi_assembly_level	ncbi_assembly_name	ncbi_assembly_type	ncbi_bioproject	ncbi_biosample	ncbi_contig_count	ncbi_contig_n50	ncbi_country	ncbi_date	ncbi_genbank_assembly_accession	ncbi_genome_category	ncbi_genome_representation	ncbi_isolate	ncbi_isolation_source	ncbi_lat_lon	ncbi_molecule_count	ncbi_ncrna_count	ncbi_organism_name	ncbi_protein_count	ncbi_refseq_category	ncbi_rrna_count	ncbi_scaffold_count	ncbi_scaffold_l50	ncbi_scaffold_n50	ncbi_scaffold_n75	ncbi_scaffold_n90	ncbi_seq_rel_date	ncbi_spanned_gaps	ncbi_species_taxid	ncbi_ssu_count	ncbi_strain_identifiers	ncbi_submitter	ncbi_taxid	ncbi_taxonomy	ncbi_taxonomy_unfiltered	ncbi_total_gap_length	ncbi_total_length	ncbi_translation_table	ncbi_trna_count	ncbi_type_material_designation	ncbi_ungapped_length	ncbi_unspanned_gaps	ncbi_wgs_master	protein_count	scaffold_count	ssu_contig_len	ssu_count	ssu_gg_blast_align_len	ssu_gg_blast_bitscore	ssu_gg_blast_evalue	ssu_gg_blast_perc_identity	ssu_gg_blast_subject_id	ssu_gg_taxonomy	ssu_length	ssu_query_id	ssu_silva_blast_align_len	ssu_silva_blast_bitscore	ssu_silva_blast_evalue	ssu_silva_blast_perc_identity	ssu_silva_blast_subject_id	ssu_silva_taxonomy	total_gap_length	trna_aa_count	trna_count	trna_selenocysteine_count
GB_GCA_900313645.1	0	81.1	4.4	188	p__Euryarchaeota (UID3)	125	15.79	1292389	90.7436988272	192	514192	36.1043235986	1424219	GB_GCA_900313645.1	t	d__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter_A;s__Methanobrevibacter_A sp900313645	not type material	none	f	47	45	34138	34138	none	0	none	none	none	0	none	none	none	none	none	none	none	none	7417	7495	f	f	t	10195	10238	Scaffold	Rumen uncultured genome RUG823	n/a	PRJEB21624	SAMEA104666900	192	10195	none	2018-3-17	GCA_900313645.1	derived from environmental_sample	full	RUG823	none	none	0	0	uncultured Methanobrevibacter sp.	0	na	0	none	none	none	none	none	2018/03/17	2	253161	0	RUG823	THE ROSLIN INSTITUTE	253161	d__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter;s__	d__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter;x__environmental samples;s__uncultured Methanobrevibacter sp.	34	1424219	none	0	none	1424185	0	OMSA00000000.1	1602	190	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	35	18	37	0
RS_GCF_001989615.1	0	99.5	1.7	359	f__Halobacteriaceae (UID84)	235	25	3329487	88.1052313198	3	2478323	65.5816410156	3778989	RS_GCF_001989615.1	t	d__Archaea;p__Halobacterota;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__Halorientalis;s__Halorientalis sp001989615	not type material	none	f	1	1	3381613	3381613	3381613	2	2920	NZ_CP019067.1	3381613	2	113	NZ_CP019067.1-#2	2921	3485	0	88.463	BBMO01000002.1136424.1139330	Archaea;Euryarchaeota;Halobacteria;Halobacteriales;Halobacteriaceae;Halapricum;Halapricum salinum	1259663	1259663	t	f	f	3381613	3381613	Complete Genome	ASM198961v1	n/a	PRJNA224116	SAMN06205239	none	none	none	2017-2-7	GCA_001989615.1	none	full	none	none	none	3	0	Halorientalis sp. IM1011	3791	na	6	none	none	none	none	none	2017/02/07	0	1932360	2	IM1011	Institute of Microbiology, Chinese Academy of Sciences	1932360	d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__Halorientalis;s__	d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__Halorientalis;s__Halorientalis sp. IM1011	0	3778989	11	75	none	3778989	0	none	3912	3	3381613	2	1471	2495	0	97.281	551722	k__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__Halobacteriaceae;g__Halorientalis;s__regularis	1472	NZ_CP019067.1-#2	1471	2545	0	97.893	AB663401.1.1473	Archaea;Euryarchaeota;Halobacteria;Halobacteriales;Halobacteriaceae;Halorientalis;Halorientalis regularis	0	20	70	0
RS_GCF_001886955.1	0	96.09	1.06	359	f__Halobacteriaceae (UID84)	235	0	1896257	90.9063321869	1	1327103	63.6211579782	2085946	RS_GCF_001886955.1	t	d__Archaea;p__Halobacterota;c__Halobacteria;o__Halobacteriales;f__Halobacteriaceae;g__Halodesulfurarchaeum;s__Halodesulfurarchaeum formicicum	type strain of species	LPSN; DSMZ	t	1	1	2085946	2085946	2085946	1	2909	NZ_CP016804.1	2085946	1	104	NZ_CP016804.1	2902	3282	0	87.25	AFNT02000002.64481.67386	Archaea;Euryarchaeota;Halobacteria;Halobacteriales;Halobacteriaceae;Halorhabdus;Halorhabdus tiamatea SARL4B	2085946	2085946	t	f	f	2085946	2085946	Complete Genome	ASM188695v1	n/a	PRJNA224116	SAMN05363636	none	none	Russia: Kulunda Steppe; Altai	2016-11-28	GCA_001886955.1	none	full	none	Kulunda Steppe hypersaline lake	52.1717928366533 N 79.49528076171873 E	1	0	Halodesulfurarchaeum formicicum	2095	representative genome	3	none	none	none	none	none	2016/11/28	0	1873524	1	HSR6	Immanuel Kant Baltic Federal University	1873524	d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__Halobacteriaceae;g__Halodesulfurarchaeum;s__Halodesulfurarchaeum formicicum	d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__Halobacteriaceae;g__Halodesulfurarchaeum;s__Halodesulfurarchaeum formicicum	0	2085946	11	46	assembly from type material	2085946	0	none	2142	1	2085946	1	1469	2512	0	97.549	4379915	k__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__Halobacteriaceae;g__Halorhabdus;s__	1470	NZ_CP016804.1	1469	2512	0	97.549	JN714413.1.1471	Archaea;Euryarchaeota;Halobacteria;Halobacteriales;Halobacteriaceae;uncultured;uncultured haloarchaeon	0	19	45	0
RS_GCF_000190055.1	0	99.2	0.8	188	p__Euryarchaeota (UID3)	125	100	1789613	89.8329298343	56	602122	30.2246258704	1992157	RS_GCF_002252585.1	f	d__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter_A;s__Methanobrevibacter_A smithii_A	not type material	none	f	9	9	175429	175429	3452	1	2978	NZ_AELX01000011.1	none	0	none	none	2978	5500	0	100	AELZ01000035.143.3134	Archaea;Euryarchaeota;Methanobacteria;Methanobacteriales;Methanobacteriaceae;Methanobrevibacter;Methanobrevibacter smithii TS95C	35574	35574	f	f	t	77936	77936	Contig	ASM19005v2	n/a	PRJNA224116	SAMN02436676	56	77936	none	2011-2-17	GCA_000190055.2	none	full	none	none	none	0	0	Methanobrevibacter smithii TS95A	1860	na	4	none	none	none	none	none	2011/02/17	0	2173	1	TS95A	Washington University in St.Louis	911129	d__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter;s__Methanobrevibacter smithii	d__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter;s__Methanobrevibacter smithii;x__Methanobrevibacter smithii TS95A	0	1992157	11	33	none	1992157	0	AELX00000000.1	1985	56	2046	1	1474	2693	0	99.661	470690	k__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter;s__	1473	NZ_AELX01000008.1	1474	2693	0	99.661	ABYW01000015.50.1525	Archaea;Euryarchaeota;Methanobacteria;Methanobacteriales;Methanobacteriaceae;Methanobrevibacter;Methanobrevibacter smithii DSM 2375	0	20	34	0
GB_GCA_003194435.1	0	88.24	1.96	228	p__Euryarchaeota (UID49)	153	66.67	1624785	89.973369896	47	824316	45.8449987486	1805851	GB_GCA_003194435.1	t	d__Archaea;p__Halobacterota;c__Syntrophoarchaeia;o__ANME-1;f__ANME-1;g__G60ANME1;s__G60ANME1 sp003194435	not type material	none	f	9	6	146371	243235	124751	1	2908	PQXC01000004.1	10354	1	117	PQXC01000021.1	2925	3831	0	90.462	CR937007.7138.10071	Archaea;Euryarchaeota;Methanomicrobia;Methanomicrobiales;uncultured;uncultured archaeon	38256	47522	f	f	t	81617	88519	Scaffold	ASM319443v1	n/a	PRJNA418316	SAMN08434988	47	81617	none	2018-6-6	GCA_003194435.1	derived from metagenome	full	G60ANME1	none	none	0	0	ANME-1 cluster archaeon	1828	na	3	none	none	none	none	none	2018/06/06	9	2056316	1	G60ANME1	Max Planck Institute for Marine Microbiolgy	2056316	d__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__;f__;g__;s__	d__Archaea;p__Euryarchaeota;c__Methanomicrobia;x__unclassified Methanomicrobia;x__ANME-1 cluster;x__unclassified ANME-1 cluster;s__ANME-1 cluster archaeon	7801	1805851	11	44	none	1798050	0	PQXC00000000.1	1870	38	124751	1	1455	2676	0	99.863	930460	k__Archaea;p__Euryarchaeota;c__ANME-1;o__;f__;g__;s__	1486	PQXC01000004.1	1455	2676	0	99.863	FR682480.1.1461	Archaea;Euryarchaeota;Methanomicrobia;ANME-1;uncultured archaeon	7801	19	43	0
GB_GCA_001189275.1	0	100	0.25	174	k__Archaea (UID146)	136	0	1775180	89.0592633062	1	1162237	58.308436895	1993257	GB_GCA_001189275.1	t	d__Archaea;p__Crenarchaeota;c__Thermoprotei;o__Thermoproteales;f__Thermoproteaceae;g__Pyrobaculum;s__Pyrobaculum sp001189275	not type material	none	f	1	1	1993257	1993257	1993257	1	2561	CP012158.1	none	0	none	none	1872	3205	0	97.596	CP003098.130877.133903	Archaea;Crenarchaeota;Thermoprotei;Thermoproteales;Thermoproteaceae;Pyrobaculum;Pyrobaculum sp. 1860	1993257	1993257	f	f	t	1993257	1993257	Complete Genome	ASM118927v1	n/a	PRJNA258558	SAMN02999931	none	none	USA: Joseph s Coat Hot Spring; Yellowstone National Park	2015-7-30	GCA_001189275.1	none	full	none	sediment	44.73916 N 110.3245 W	1	4	Pyrobaculum sp. WP30	2216	na	3	none	none	none	none	none	2015/07/30	0	1227555	1	WP30	Montana State University	1227555	d__Archaea;p__Crenarchaeota;c__Thermoprotei;o__Thermoproteales;f__Thermoproteaceae;g__Pyrobaculum;s__	d__Archaea;x__TACK group;p__Crenarchaeota;c__Thermoprotei;o__Thermoproteales;f__Thermoproteaceae;g__Pyrobaculum;s__Pyrobaculum sp. WP30	0	1993257	11	2	none	1993257	0	none	2279	1	1993257	2	886	1629	0	99.887	4295385	k__Archaea;p__Crenarchaeota;c__Thermoprotei;o__Thermoproteales;f__Thermoproteaceae;g__Pyrobaculum;s__	886	CP012158.1	878	1615	0	99.886	JX316758.1.2126	Archaea;Crenarchaeota;Thermoprotei;Thermoproteales;Thermoproteaceae;Pyrobaculum;Pyrobaculum sp. WP30	0	13	23	0
RS_GCF_000152265.2	0	98.74	0.81	186	p__Euryarchaeota (UID3)	123	0	1705679	88.1391744879	1	705690	36.4660360335	1935211	RS_GCF_000152265.2	t	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__Thermoplasmataceae;g__Ferroplasma;s__Ferroplasma acidarmanus	not type material	none	f	1	1	1935198	1935211	1935211	1	2882	NC_021592.1	1935211	1	110	NC_021592.1	2882	5284	0	99.757	AADL01001107.2776.5669	Archaea;Euryarchaeota;Thermoplasmata;Thermoplasmatales;Ferroplasmaceae;Ferroplasma;Ferroplasma acidarmanus Type I	1935198	1935211	t	f	f	1935198	1935211	Complete Genome	ASM15226v2	n/a	PRJNA224116	SAMN02604346	none	none	USA: Iron Mountain; CA	2013-6-26	GCA_000152265.2	none	full	none	isolated from slime streamers and attached to pyrite surfaces at a sulfide ore body	40.40 N 122.31 W	1	0	Ferroplasma acidarmanus fer1	1900	representative genome	3	none	none	none	none	none	2013/06/26	0	97393	1	fer1	DOE Joint Genome Institute	333146	d__Archaea;p__Euryarchaeota;c__Thermoplasmata;o__Thermoplasmatales;f__Ferroplasmaceae;g__Ferroplasma;s__Ferroplasma acidarmanus	d__Archaea;p__Euryarchaeota;c__Thermoplasmata;o__Thermoplasmatales;f__Ferroplasmaceae;g__Ferroplasma;s__Ferroplasma acidarmanus;x__Ferroplasma acidarmanus fer1	0	1935211	11	45	assembly from type material	1935211	0	none	1951	1	1935211	1	1466	2708	0	100	133209	k__Archaea;p__Euryarchaeota;c__Thermoplasmata;o__Thermoplasmatales;f__Picrophilaceae;g__Ferroplasma;s__	1467	NC_021592.1	1467	2710	0	100	CP004145.726048.727518	Archaea;Euryarchaeota;Thermoplasmata;Thermoplasmatales;Ferroplasmaceae;Ferroplasma;Ferroplasma acidarmanus fer1	13	19	44	0
RS_GCF_000275605.1	7	99.5	0	299	p__Euryarchaeota (UID4)	202	0	1742892	91.259155934	1	778959	40.7871015914	1909827	RS_GCF_000007305.1	f	d__Archaea;p__Euryarchaeota;c__Thermococci;o__Thermococcales;f__Thermococcaceae;g__Pyrococcus;s__Pyrococcus furiosus	not type material	none	f	1	1	1909824	1909827	1909827	1	3029	NC_018092.1	1909827	2	105	NC_018092.1	3029	5594	0	100	AE009950.138687.141735	Archaea;Euryarchaeota;Thermococci;Thermococcales;Thermococcaceae;Pyrococcus;Pyrococcus furiosus DSM 3638	1909824	1909827	t	f	f	1909824	1909827	Complete Genome	ASM27560v1	n/a	PRJNA224116	SAMN02603219	none	none	none	2012-6-29	GCA_000275605.1	none	full	none	none	none	1	0	Pyrococcus furiosus COM1	2066	na	4	none	none	none	none	none	2012/06/29	0	2261	1	COM1	ENIGMA- Ecosystems and Networks Integrated with Genes and Molecular Assemblies	1185654	d__Archaea;p__Euryarchaeota;c__Thermococci;o__Thermococcales;f__Thermococcaceae;g__Pyrococcus;s__Pyrococcus furiosus	d__Archaea;p__Euryarchaeota;c__Thermococci;o__Thermococcales;f__Thermococcaceae;g__Pyrococcus;s__Pyrococcus furiosus;x__Pyrococcus furiosus COM1	0	1909827	11	46	none	1909827	0	none	2103	1	1909827	1	1495	2715	0	99.465	766	k__Archaea;p__Euryarchaeota;c__Thermococci;o__Thermococcales;f__Thermococcaceae;g__Pyrococcus;s__	1496	NC_018092.1	1496	2763	0	100	CP003685.1357727.1359245	Archaea;Euryarchaeota;Thermococci;Thermococcales;Thermococcaceae;Pyrococcus;Pyrococcus furiosus COM1	3	20	46	0
GB_GCA_002499455.1	0	90.56	2.29	234	p__Euryarchaeota (UID54)	153	42.86	1953998	84.6264651567	422	1453295	63.3296714454	2308968	GB_GCA_002499455.1	t	d__Archaea;p__Halobacterota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanocullaceae;g__Methanoculleus;s__Methanoculleus sp002499455	not type material	none	f	63	40	39983	48411	none	0	none	none	none	0	none	none	none	none	none	none	none	none	5437	12827	f	f	t	11564	18257	Scaffold	ASM249945v1	n/a	PRJNA348753	SAMN06027464	422	11564	none	2017-10-10	GCA_002499455.1	derived from metagenome	full	UBA77	none	none	0	0	Methanoculleus sp. UBA77	0	na	0	none	none	none	none	none	2017/10/10	242	1915513	0	UBA77	University of Queensland	1915513	d__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanomicrobiaceae;g__Methanoculleus;s__	d__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanomicrobiaceae;g__Methanoculleus;s__Methanoculleus sp. UBA77	13762	2308968	none	0	none	2295206	0	DALN00000000.1	2506	180	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	14159	20	46	0
GB_GCA_002789635.1	0	79.44	0	149	k__Archaea (UID2)	107	0	794970	89.2196187317	75	331174	37.1834471268	891026	GB_GCA_002789635.1	t	d__Archaea;p__Aenigmarchaeota;c__Aenigmarchaeia;o__CG10238-14;f__CG10238-14;g__CG10238-14;s__CG10238-14 sp002789635	not type material	none	f	16	16	53367	54203	7562	2	2551	PFTQ01000006.1	24736	1	109	PFTQ01000017.1	501	187	2.29e-45	74.251	CP002057.1531542.1534493	Archaea;Euryarchaeota;Methanococci;Methanococcales;Methanococcaceae;Methanococcus;Methanococcus voltae A3	11875	13298	f	f	t	20015	20015	Scaffold	ASM278963v1	n/a	PRJNA362739	SAMN06660041	75	20015	none	2017-11-16	GCA_002789635.1	derived from metagenome	full	CG_4_9_14_3_um_filter_37_18	none	none	0	0	Candidatus Aenigmarchaeota archaeon CG_4_9_14_3_um_filter_37_18	1106	na	2	none	none	none	none	none	2017/11/16	8	1974381	1	CG_4_9_14_3_um_filter_37_18	DOE Joint Genome Institute	1974381	d__Archaea;p__Candidatus Aenigmarchaeota;c__;o__;f__;g__;s__	d__Archaea;x__DPANN group;p__Candidatus Aenigmarchaeota;x__unclassified Aenigmarchaeota;s__Candidatus Aenigmarchaeota archaeon CG_4_9_14_3_um_filter_37_18	368	891026	11	35	none	890658	0	PFTQ00000000.1	1170	67	9417	2	449	586	6.94e-166	90.2	823009	k__Archaea;p__Euryarchaeota;c__DSEG;o__ArcA07;f__;g__;s__	902	PFTQ01000010.1	449	647	0	92.65	KC604554.1.911	Archaea;Aenigmarchaeota;Deep Sea Euryarchaeotic Group(DSEG);uncultured archaeon	377	19	35	0
GB_GCA_002509085.1	0	80.55	0	188	p__Euryarchaeota (UID3)	125	0	1180418	72.4124625567	600	564635	36.7710314853	1630131	GB_GCA_002509085.1	t	d__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__UBA588;s__UBA588 sp002509085	not type material	none	f	90	38	23920	58135	none	0	none	none	none	0	none	none	none	none	none	none	none	none	2559	9532	f	f	t	5127	14005	Scaffold	ASM250908v1	n/a	PRJNA348753	SAMN06027049	600	5127	none	2017-10-11	GCA_002509085.1	derived from metagenome	full	UBA588	none	none	0	0	Methanobacteriaceae archaeon UBA588	0	na	0	none	none	none	none	none	2017/10/11	429	1915625	0	UBA588	University of Queensland	1915625	d__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__;s__	d__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;x__unclassified Methanobacteriaceae;s__Methanobacteriaceae archaeon UBA588	94569	1630131	none	0	none	1535562	0	DATS00000000.1	1656	171	18455	1	340	604	7.23e-172	98.824	566179	k__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__;s__	356	DATS01000019.1	337	623	5.9e-177	100	EU366499.1.1443	Archaea;Euryarchaeota;Methanobacteria;Methanobacteriales;Methanobacteriaceae;Methanobacterium;Methanobacterium movens	94588	19	31	0
UBA8894	0	67.97	1.47	188	p__Euryarchaeota (UID3)	125	100	1492538	89.489011269	324	734977	45.092466991	1667845	GB_GCA_002685895.1	f	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassoarchaeaceae;g__MGIIb-Q1;s__MGIIb-Q1 sp002685895	none	none	none	70	56	30381	30381	none	0	none	none	3743	1	111	contig_35277	none	none	none	none	none	none	5030	7581	f	f	t	6796	9398	none	none	none	none	none	none	none	none	none	none	derived from metagenome	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	1448	220	7194	1	707	1197	0	97.313	344532	k__Archaea;p__Euryarchaeota;c__Thermoplasmata;o__E2;f__Marine group II;g__;s__	706	contig_63711	704	1251	0	98.722	JF715324.1.914	Archaea;Euryarchaeota;Thermoplasmata;Thermoplasmatales;Marine Group II;uncultured marine group II euryarchaeote	37912	13	27	0
GB_GCA_002499205.1	0	77.84	0.04	188	p__Euryarchaeota (UID3)	125	100	1591343	90.5900576213	326	943341	54.92904603	1756642	GB_GCA_002714305.1	f	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__Poseidonia;s__Poseidonia sp002714305	not type material	none	f	66	51	32238	36274	5407	1	548	DAKR01000014.1	4446	1	108	DAKR01000046.1	430	436	4.25e-121	85.581	AACY020563516.73.2783	Archaea;Euryarchaeota;Thermoplasmata;Thermoplasmatales;Marine Group II;marine metagenome	5268	8132	f	f	t	7657	10273	Scaffold	ASM249920v1	n/a	PRJNA348753	SAMN06027146	326	7657	none	2017-10-10	GCA_002499205.1	derived from metagenome	full	UBA442	none	none	0	0	Euryarchaeota archaeon UBA442	0	na	0	none	none	none	none	none	2017/10/10	110	1915889	0	UBA442	University of Queensland	1915889	d__Archaea;p__Euryarchaeota;c__;o__;f__;g__;s__	d__Archaea;p__Euryarchaeota;x__unclassified Euryarchaeota;x__Marine Group II;s__Euryarchaeota archaeon UBA442	39259	1756642	none	0	none	1717383	0	DAKR00000000.1	1666	216	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	39261	16	32	0
GB_GCA_002783845.1	0	71.96	0.93	149	k__Archaea (UID2)	107	0	802601	79.6816115005	215	326194	32.5164204963	1007260	GB_GCA_001873845.1	f	d__Archaea;p__Altiarchaeota;c__Altiarchaeia;o__Altiarchaeales;f__Altiarchaeaceae;g__Altiarchaeum;s__Altiarchaeum sp001873845	not type material	none	f	44	31	22023	35051	none	0	none	none	none	0	none	none	none	none	none	none	none	none	4665	10072	f	f	t	7563	11396	Scaffold	ASM278384v1	n/a	PRJNA362739	SAMN06659903	215	7581	none	2017-11-16	GCA_002783845.1	derived from metagenome	full	CG_4_8_14_3_um_filter_33_2054	none	none	0	0	Candidatus Altiarchaeum sp. CG_4_8_14_3_um_filter_33_2054	971	na	0	none	none	none	none	none	2017/11/16	115	2014239	0	CG_4_8_14_3_um_filter_33_2054	None	2014239	d__Archaea;p__Euryarchaeota;c__;o__Candidatus Altiarchaeales;f__;g__Candidatus Altiarchaeum;s__	d__Archaea;p__Euryarchaeota;x__unclassified Euryarchaeota;o__Candidatus Altiarchaeales;g__Candidatus Altiarchaeum;s__Candidatus Altiarchaeum sp. CG_4_8_14_3_um_filter_33_2054	3491	1007260	11	29	none	1003769	0	PFIU00000000.1	1003	100	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	4093	15	30	0
GB_GCA_003168415.1	0	83.77	1.31	228	p__Euryarchaeota (UID49)	153	0	1240193	81.1949646006	251	795700	52.1868705783	1527426	GB_GCA_003162175.1	f	d__Archaea;p__Halobacterota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__Bog-38 sp003162175	not type material	none	f	57	54	31752	32043	none	0	none	none	none	0	none	none	none	none	none	none	none	none	6074	7308	f	f	t	8196	8806	Scaffold	20110700_E2M	n/a	PRJNA386568	SAMN08178882	251	8198	none	2018-5-25	GCA_003168415.1	derived from metagenome	full	fen_19	none	none	0	0	Euryarchaeota archaeon	0	na	0	none	none	none	none	none	2018/05/25	42	2026739	0	fen_19	Australian Centre for Ecogenomics, The University of Queensland	2026739	d__Archaea;p__Euryarchaeota;c__;o__;f__;g__;s__	d__Archaea;p__Euryarchaeota;x__unclassified Euryarchaeota;x__unclassified Euryarchaeota (miscellaneous);s__Euryarchaeota archaeon	2240	1527426	none	0	none	1525186	0	PMSD00000000.1	1916	209	8037	1	1440	2588	0	99.097	4332496	k__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanocellales;f__;g__;s__	1470	PMSD01000207.1	1440	2588	0	99.097	JF789589.1.1440	Archaea;Euryarchaeota;Methanomicrobia;Methanomicrobiales;Rice Cluster II;uncultured Methanomicrobiales archaeon	2713	17	37	0
GB_GCA_002457195.1	0	57.26	0	188	p__Euryarchaeota (UID3)	125	0	1211693	95.1488490904	66	613170	48.1495063492	1273471	GB_GCA_002457195.1	t	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassoarchaeaceae;g__MGIIb-P;s__MGIIb-P sp002457195	not type material	none	f	23	23	52450	52450	28522	2	2554	NTJU01000008.1	18484	1	110	NTJU01000029.1	2566	3334	0	90.257	KF900751.20105.22989	Archaea;Euryarchaeota;Thermoplasmata;Thermoplasmatales;Marine Group II;uncultured marine group II/III euryarchaeote KM3_187_D06	19295	19295	f	f	t	21388	21388	Contig	ASM245719v1	n/a	PRJNA352798	SAMN06890644	66	21388	none	2017-10-5	GCA_002457195.1	derived from metagenome	full	MED-G33	none	none	0	0	Marine Group II euryarchaeote MED-G33	1065	na	4	none	none	none	none	none	2017/10/05	0	2007294	1	MED-G33	Universidad Miguel Hernandez	2007294	d__Archaea;p__Euryarchaeota;c__;o__;f__;g__;s__	d__Archaea;p__Euryarchaeota;x__unclassified Euryarchaeota;x__Marine Group II;s__Marine Group II euryarchaeote MED-G33	0	1273471	11	37	none	1273471	0	NTJU00000000.1	1083	66	10057	1	1468	2571	0	98.297	148407	k__Archaea;p__Euryarchaeota;c__Thermoplasmata;o__E2;f__Marine group II;g__;s__	1468	NTJU01000066.1	1468	2571	0	98.297	DQ156348.18592.20063	Archaea;Euryarchaeota;Thermoplasmata;Thermoplasmatales;Marine Group II;uncultured marine group II euryarchaeote HF70_59C08	0	19	37	0
GB_GCA_002687795.1	0	72.04	0.93	149	k__Archaea (UID2)	107	0	849403	91.7821052541	39	354119	38.2718811333	925456	GB_GCA_002687795.1	t	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__GCA-2687795;g__GCA-2687795;s__GCA-2687795 sp002687795	not type material	none	f	9	9	93087	93088	25996	1	1092	NZBG01000028.1	93088	1	105	NZBG01000003.1	398	315	4.24e-84	81.156	CP010425.1040028.1042850	Archaea;archaeon GW2011_AR15	23724	23729	f	f	t	28579	28579	Contig	ASM268779v1	n/a	PRJNA391943	SAMN07620233	39	28579	none	2017-10-24	GCA_002687795.1	derived from metagenome	full	ARS1419	none	none	0	0	Candidatus Woesearchaeota archaeon	960	na	1	none	none	none	none	none	2017/10/24	0	2026803	0	ARS1419	Tara Oceans Consortium	2026803	d__Archaea;p__Candidatus Woesearchaeota;c__;o__;f__;g__;s__	d__Archaea;x__DPANN group;p__Candidatus Woesearchaeota;s__Candidatus Woesearchaeota archaeon	0	925456	11	16	none	925456	0	NZBG00000000.1	1007	39	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	184	13	16	0
